Kunden_ID;Branche;Monat;Verbrauch_kWh;Tarif_Cent_kWh;Netz_und_Einkauf_Cent_kWh;Kundenzufriedenheit_Score
738448;Bäckerei;Februar;51400.0;28.25;26.33;3
130995;Hotel;Februar;30811.0;26.15;29.56;2
941753;Bäckerei;Januar_FEHLER;66347.0;43.49;25.88;2
127663;Supermarkt;Januar_FEHLER;66646.0;42.77;29.41;10
195843;Logistik;Januar_FEHLER;61624.0;40.81;36.53;1
221312;Supermarkt;Januar_FEHLER;68980.0;35.34;30.74;9
243186;Logistik;März;21854.0;42.82;35.16;5
130392;Metallverarbeitung;Januar_FEHLER;60809.0;37.7;22.64;8
355529;Supermarkt;Januar_FEHLER;13628.0;39.44;34.96;9
243706;Hotel;Februar;51264.0;33.99;31.44;10
132794;Bäckerei;Januar_FEHLER;74703.0;41.26;36.42;10
842858;Logistik;Januar_FEHLER;76977.0;44.21;27.06;8
273064;Logistik;Januar_FEHLER;83069.0;38.04;35.64;6
286844;Supermarkt;Januar_FEHLER;13639.0;39.69;29.12;10
919360;Hotel;Februar;5102.0;41.02;36.85;3
481255;Metallverarbeitung;Januar_FEHLER;53059.0;28.33;28.78;8
970743;Metallverarbeitung;Januar_FEHLER;59648.0;39.84;28.02;7
556644;Supermarkt;März;19757.0;29.58;24.82;5
970614;Bäckerei;März;23968.0;26.44;35.78;8
180910;Logistik;Januar_FEHLER;16795.0;43.93;26.74;1
517059;Logistik;März;20002.0;27.88;35.64;6
796788;Bäckerei;Februar;70918.0;32.16;24.49;4
510735;Metallverarbeitung;Januar_FEHLER;60801.0;36.99;22.63;2
846149;Bäckerei;Januar_FEHLER;46058.0;39.89;32.93;1
907023;Supermarkt;Februar;68358.0;43.45;35.56;5
591070;Supermarkt;März;6499.0;35.54;27.72;6
134371;Bäckerei;Januar_FEHLER;12264.0;30.73;27.87;2
572590;Bäckerei;Januar_FEHLER;80837.0;42.71;24.07;5
564549;Hotel;März;72372.0;37.06;35.77;9
957913;Metallverarbeitung;Februar;19901.0;26.75;30.37;3
422510;Bäckerei;Februar;71074.0;35.48;22.92;5
911628;Metallverarbeitung;Februar;12879.0;35.6;28.93;4
242626;Logistik;März;6711.0;33.59;24.82;2
639571;Supermarkt;Januar_FEHLER;18240.0;33.89;26.73;2
480722;Bäckerei;Februar;78054.0;26.1;33.47;10
712530;Metallverarbeitung;Februar;80334.0;30.67;36.29;1
622709;Bäckerei;Januar_FEHLER;75263.0;37.27;33.48;7
857774;Hotel;Februar;32590.0;40.43;30.1;3
371224;Metallverarbeitung;Januar_FEHLER;;41.86;37.32;8
666708;Metallverarbeitung;März;39253.0;41.78;36.1;1
782065;Hotel;Januar_FEHLER;46089.0;26.28;29.17;10
554630;Supermarkt;Februar;26026.0;38.73;35.3;8
308701;Bäckerei;Januar_FEHLER;40635.0;32.86;32.85;10
999351;Logistik;Januar_FEHLER;70553.0;26.07;28.35;4
337697;Metallverarbeitung;März;12902.0;28.58;34.89;6
846012;Hotel;März;28519.0;39.31;25.72;6
223450;Hotel;März;68366.0;42.34;31.56;5
376746;Hotel;Januar_FEHLER;16498.0;44.56;24.19;9
658327;Bäckerei;März;72235.0;32.85;33.63;7
288939;Logistik;Februar;6428.0;26.97;32.8;3
407073;Supermarkt;Januar_FEHLER;29098.0;41.93;28.22;4
821405;Metallverarbeitung;Februar;13765.0;41.87;32.19;3
307058;Supermarkt;März;31188.0;44.99;28.49;8
132761;Bäckerei;März;52535.0;26.38;29.08;10
859458;Supermarkt;Februar;58168.0;26.49;34.58;4
818967;Bäckerei;Januar_FEHLER;51232.0;42.3;28.56;4
633131;Bäckerei;Januar_FEHLER;6873.0;28.67;22.21;2
901838;Hotel;März;46205.0;38.68;27.03;10
994282;Supermarkt;Januar_FEHLER;65792.0;37.12;37.55;7
776516;Metallverarbeitung;Februar;51324.0;35.37;32.06;1
391391;Bäckerei;März;8809.0;28.18;37.12;6
618903;Metallverarbeitung;März;50545.0;33.03;31.55;1
870364;Metallverarbeitung;Januar_FEHLER;41533.0;30.18;25.98;2
633507;Logistik;März;14805.0;28.55;29.5;7
364498;Hotel;Februar;11610.0;35.81;29.59;10
377491;Bäckerei;Februar;71477.0;37.88;29.11;2
575195;Logistik;Januar_FEHLER;18778.0;32.17;37.21;9
224665;Supermarkt;Februar;80595.0;41.75;37.8;9
595253;Logistik;März;75606.0;33.01;27.56;8
641072;Hotel;März;44864.0;30.1;24.09;6
984583;Supermarkt;Februar;84089.0;44.09;23.17;2
867122;Hotel;März;7736.0;38.64;36.62;6
333533;Supermarkt;März;73374.0;39.1;32.91;10
227670;Hotel;Januar_FEHLER;44352.0;26.31;30.93;7
532762;Hotel;Februar;10549.0;35.87;32.0;4
957020;Hotel;Januar_FEHLER;6517.0;29.9;32.07;1
694325;Bäckerei;Januar_FEHLER;31123.0;41.08;34.84;7
709662;Metallverarbeitung;Februar;54690.0;34.85;37.02;8
294519;Metallverarbeitung;Januar_FEHLER;35330.0;30.99;27.86;9
678643;Supermarkt;Februar;45379.0;40.68;24.58;5
182503;Metallverarbeitung;Januar_FEHLER;74506.0;41.36;25.69;1
416560;Logistik;Februar;49927.0;44.82;36.28;3
837731;Logistik;Januar_FEHLER;20260.0;42.15;27.78;7
300358;Metallverarbeitung;Februar;59173.0;28.86;22.52;5
722048;Hotel;März;75701.0;40.89;35.87;9
342391;Metallverarbeitung;Januar_FEHLER;49931.0;36.25;32.97;2
321282;Hotel;März;68564.0;37.52;31.21;5
274837;Metallverarbeitung;Januar_FEHLER;21887.0;39.6;26.28;3
133424;Hotel;Februar;6704.0;33.35;31.39;8
318706;Bäckerei;März;62925.0;44.9;27.47;6
155955;Bäckerei;Februar;25151.0;37.53;36.41;8
631185;Supermarkt;Februar;53678.0;42.12;37.87;8
171668;Hotel;Februar;28554.0;44.99;33.68;4
194258;Logistik;Januar_FEHLER;55018.0;44.83;35.28;6
714360;Bäckerei;Februar;56179.0;42.41;22.14;5
814216;Metallverarbeitung;Januar_FEHLER;60600.0;37.78;26.56;7
802600;Hotel;März;12489.0;38.1;32.4;8
403062;Hotel;Februar;64965.0;41.6;34.32;7
382741;Supermarkt;März;65871.0;41.99;37.15;7
801899;Logistik;März;15643.0;33.19;28.16;2
111464;Hotel;Januar_FEHLER;25770.0;29.41;37.71;9
899320;Hotel;März;39007.0;35.21;26.28;9
286600;Metallverarbeitung;Februar;6682.0;32.58;28.8;8
902970;Hotel;März;44979.0;28.12;35.68;10
304112;Bäckerei;Februar;73751.0;29.39;34.81;7
480022;Supermarkt;Februar;60640.0;31.46;36.93;9
843836;Logistik;März;45215.0;31.87;37.77;3
167738;Logistik;Februar;5107.0;37.03;24.47;2
434465;Logistik;Februar;14983.0;42.19;27.37;5
693243;Metallverarbeitung;Januar_FEHLER;20361.0;27.06;25.24;7
708130;Supermarkt;Januar_FEHLER;47083.0;30.86;36.01;10
143736;Metallverarbeitung;Februar;72844.0;37.87;31.59;4
234460;Logistik;Januar_FEHLER;36926.0;30.9;25.93;4
269395;Metallverarbeitung;März;62570.0;44.84;33.61;9
322861;Logistik;Februar;43629.0;33.25;22.08;1
565229;Logistik;Februar;19429.0;31.09;34.09;4
624057;Logistik;Januar_FEHLER;68550.0;28.51;36.07;5
607069;Supermarkt;Februar;51056.0;43.63;27.28;4
548936;Logistik;Februar;31742.0;36.41;26.34;1
923686;Supermarkt;März;71506.0;31.22;36.7;3
790023;Metallverarbeitung;März;32973.0;42.42;23.98;9
318223;Logistik;Februar;33093.0;29.36;23.17;3
515653;Supermarkt;März;40735.0;43.3;29.41;8
621297;Logistik;Februar;70121.0;36.57;29.65;10
206566;Bäckerei;März;20093.0;39.0;31.84;5
391193;Logistik;Februar;33827.0;37.05;23.02;2
950854;Supermarkt;März;7995.0;42.67;32.42;6
854429;Logistik;Januar_FEHLER;54923.0;32.88;24.23;1
139019;Supermarkt;Februar;49919.0;33.18;25.47;4
100503;Logistik;März;57873.0;30.81;22.13;9
106137;Logistik;Januar_FEHLER;29987.0;37.89;31.21;4
673157;Metallverarbeitung;März;45818.0;33.74;29.35;2
201353;Hotel;Februar;4596.0;35.47;31.95;8
419966;Supermarkt;Februar;14037.0;34.64;23.86;8
271940;Supermarkt;Februar;11212.0;39.85;23.56;6
906218;Bäckerei;Februar;38239.0;29.52;34.34;7
906200;Hotel;Januar_FEHLER;19725.0;28.59;32.97;5
817721;Logistik;Januar_FEHLER;69494.0;40.15;22.53;2
535666;Supermarkt;Januar_FEHLER;83972.0;40.65;23.01;3
857216;Bäckerei;Januar_FEHLER;4002.0;43.71;36.42;8
946650;Hotel;Februar;7004.0;40.27;34.27;5
935030;Logistik;Januar_FEHLER;12623.0;34.91;36.85;8
729032;Metallverarbeitung;März;80093.0;39.89;27.59;1
393471;Hotel;Januar_FEHLER;28653.0;33.61;29.55;9
643982;Metallverarbeitung;Januar_FEHLER;71351.0;44.9;37.26;2
588870;Hotel;Februar;52661.0;32.95;28.06;1
996004;Supermarkt;März;9134.0;39.32;36.31;2
882743;Bäckerei;Februar;14915.0;36.31;29.32;10
495322;Metallverarbeitung;Februar;74558.0;28.58;27.42;10
698144;Bäckerei;März;54915.0;31.07;22.42;8
628806;Bäckerei;Februar;67524.0;41.76;26.37;6
839188;Hotel;März;45420.0;29.34;28.86;5
874606;Metallverarbeitung;Januar_FEHLER;7812.0;28.21;25.94;2
451853;Bäckerei;Februar;60928.0;39.0;25.97;7
998505;Supermarkt;März;74870.0;30.82;31.96;6
893836;Bäckerei;Februar;45461.0;27.66;30.67;9
679815;Metallverarbeitung;Januar_FEHLER;6527.0;30.71;22.73;1
891834;Supermarkt;Januar_FEHLER;43227.0;33.56;37.22;1
510449;Bäckerei;Februar;74258.0;44.07;23.7;7
118689;Bäckerei;Januar_FEHLER;63922.0;36.77;37.62;3
204844;Hotel;Januar_FEHLER;24141.0;28.95;32.05;6
231158;Hotel;März;38135.0;36.43;35.64;3
618641;Metallverarbeitung;März;21033.0;36.76;24.26;1
410272;Bäckerei;Februar;24931.0;37.7;34.81;9
357223;Metallverarbeitung;Januar_FEHLER;63199.0;41.91;37.28;3
419488;Logistik;Januar_FEHLER;36801.0;29.16;30.58;6
813530;Supermarkt;März;11371.0;27.53;26.22;9
113850;Supermarkt;Februar;74151.0;32.01;23.89;3
107955;Metallverarbeitung;Februar;56675.0;28.32;33.02;6
489586;Logistik;Januar_FEHLER;56957.0;44.02;33.46;1
965223;Metallverarbeitung;März;38052.0;44.43;32.74;2
874021;Logistik;März;75616.0;43.68;35.82;3
422817;Supermarkt;Februar;63337.0;39.86;37.27;8
531421;Bäckerei;Februar;20009.0;43.68;31.28;9
655164;Bäckerei;Februar;84016.0;40.9;34.63;9
632358;Logistik;Januar_FEHLER;30393.0;26.86;23.37;2
265107;Logistik;März;33098.0;32.98;37.13;4
277495;Logistik;Februar;55036.0;35.73;24.79;7
524283;Metallverarbeitung;Januar_FEHLER;27798.0;31.27;27.57;7
178450;Hotel;Januar_FEHLER;84542.0;34.95;30.96;5
178595;Bäckerei;März;26434.0;32.43;26.1;2
632324;Metallverarbeitung;Januar_FEHLER;53621.0;37.37;24.14;2
341030;Logistik;Januar_FEHLER;32086.0;29.5;37.02;10
892162;Supermarkt;Januar_FEHLER;74890.0;31.58;37.07;4
464635;Bäckerei;Februar;31222.0;30.21;35.52;6
677078;Supermarkt;Februar;66075.0;27.42;36.52;9
380200;Bäckerei;Januar_FEHLER;39094.0;43.35;22.73;1
929256;Metallverarbeitung;März;15009.0;30.07;24.51;7
575658;Supermarkt;März;26442.0;40.23;24.91;7
538377;Bäckerei;März;6676.0;41.35;34.26;3
626009;Logistik;Januar_FEHLER;21640.0;43.41;25.21;4
641012;Metallverarbeitung;Januar_FEHLER;34625.0;38.17;23.5;9
352908;Logistik;Februar;42773.0;36.88;29.23;6
371575;Logistik;Februar;60017.0;35.29;29.3;10
232545;Logistik;März;;41.55;32.99;1
674855;Supermarkt;Januar_FEHLER;41607.0;39.87;23.1;8
438941;Supermarkt;Februar;61739.0;27.41;25.87;4
362059;Bäckerei;Januar_FEHLER;19485.0;37.39;34.68;3
249040;Hotel;Februar;77674.0;38.55;36.61;2
539640;Supermarkt;März;16130.0;29.95;25.64;2
634549;Supermarkt;März;21978.0;36.55;23.25;9
830222;Logistik;Februar;17069.0;27.86;24.47;3
545330;Supermarkt;März;62340.0;28.09;26.1;1
416691;Bäckerei;Januar_FEHLER;;33.74;24.04;10
439406;Supermarkt;Februar;10923.0;28.48;34.3;7
884101;Bäckerei;März;51277.0;33.25;22.33;3
900995;Hotel;Januar_FEHLER;82286.0;36.24;30.66;10
202560;Logistik;Januar_FEHLER;44932.0;40.87;28.14;5
388407;Hotel;Januar_FEHLER;20242.0;29.43;23.14;10
131447;Hotel;Februar;60615.0;32.72;23.92;6
815695;Hotel;Januar_FEHLER;76920.0;39.61;37.91;3
239064;Hotel;März;29538.0;42.94;29.07;2
261071;Bäckerei;Januar_FEHLER;18361.0;27.78;22.49;8
312192;Hotel;Januar_FEHLER;10332.0;27.25;22.18;6
285833;Hotel;März;23372.0;35.37;33.71;2
278528;Hotel;Februar;;39.82;29.06;4
994048;Logistik;Februar;7197.0;31.96;25.94;9
584719;Bäckerei;Februar;36786.0;43.59;34.02;2
383133;Bäckerei;März;19001.0;39.44;32.06;9
763954;Logistik;März;31869.0;34.55;27.3;1
599325;Bäckerei;Januar_FEHLER;28142.0;32.61;30.62;4
733668;Supermarkt;März;22458.0;27.16;28.57;9
359202;Logistik;März;22999.0;32.14;31.61;2
493743;Bäckerei;März;68580.0;44.71;23.61;8
422553;Hotel;Februar;48071.0;34.53;34.24;7
123465;Hotel;Januar_FEHLER;59548.0;42.44;26.56;4
142081;Metallverarbeitung;März;31658.0;34.53;27.18;8
724490;Metallverarbeitung;Februar;49277.0;44.18;36.3;6
845011;Metallverarbeitung;Januar_FEHLER;8853.0;31.79;29.1;7
674463;Hotel;März;42513.0;40.33;22.73;6
532709;Bäckerei;Januar_FEHLER;37073.0;34.16;34.11;4
207684;Hotel;März;21389.0;35.58;25.83;5
399722;Logistik;Januar_FEHLER;36544.0;32.75;37.23;1
649916;Logistik;März;5262.0;30.68;26.32;2
722417;Logistik;Februar;31104.0;36.46;32.47;7
122839;Metallverarbeitung;Januar_FEHLER;71270.0;32.47;22.76;3
194408;Bäckerei;Februar;40113.0;43.06;31.5;4
695334;Logistik;Februar;37784.0;38.24;26.95;1
616368;Hotel;März;47650.0;31.07;32.46;9
814623;Logistik;Februar;39031.0;35.78;25.14;4
591011;Hotel;März;20365.0;33.73;28.18;9
395344;Supermarkt;Januar_FEHLER;17236.0;39.06;25.66;7
237676;Hotel;März;15799.0;44.17;34.97;8
859372;Bäckerei;Februar;26708.0;35.83;35.42;6
650074;Hotel;März;43714.0;31.69;35.87;9
563937;Metallverarbeitung;März;;44.66;24.02;4
430322;Bäckerei;Februar;45532.0;29.72;30.97;4
946615;Hotel;Februar;44538.0;26.94;23.41;8
712888;Metallverarbeitung;Februar;67833.0;38.19;27.7;5
773224;Bäckerei;Januar_FEHLER;11812.0;32.46;29.61;10
261078;Metallverarbeitung;März;;44.91;27.87;4
761456;Supermarkt;März;68807.0;35.06;25.19;6
698643;Hotel;Januar_FEHLER;15089.0;34.8;35.79;9
398005;Supermarkt;Januar_FEHLER;40694.0;42.65;23.55;10
804147;Metallverarbeitung;Februar;;30.99;24.1;9
871423;Bäckerei;Januar_FEHLER;13392.0;28.58;36.37;7
847830;Supermarkt;März;6509.0;28.27;31.36;9
199331;Logistik;Januar_FEHLER;58052.0;34.05;32.71;5
710927;Logistik;Februar;59897.0;42.76;25.48;3
579842;Hotel;Februar;81036.0;33.87;36.42;1
990265;Supermarkt;Januar_FEHLER;32017.0;30.0;35.14;1
934217;Hotel;Januar_FEHLER;75077.0;32.32;29.55;6
930478;Logistik;Februar;59408.0;26.9;27.28;10
469223;Bäckerei;Februar;;29.19;24.09;9
403270;Bäckerei;Februar;20528.0;26.75;34.98;5
402513;Bäckerei;März;48698.0;39.12;35.1;3
740624;Logistik;März;;31.62;32.78;5
776911;Supermarkt;Januar_FEHLER;21459.0;32.66;25.93;7
102207;Metallverarbeitung;Februar;79464.0;35.01;32.1;3
897486;Metallverarbeitung;Januar_FEHLER;80839.0;31.21;22.05;5
872194;Supermarkt;Januar_FEHLER;82324.0;37.11;31.85;4
108581;Supermarkt;Februar;73031.0;44.73;22.06;4
341038;Bäckerei;März;39037.0;43.77;23.81;5
888300;Metallverarbeitung;Januar_FEHLER;42611.0;26.37;31.54;7
754608;Supermarkt;März;21634.0;35.96;36.34;8
963452;Hotel;Februar;23653.0;29.61;30.82;5
648372;Logistik;Januar_FEHLER;47159.0;40.67;35.51;3
294825;Supermarkt;Januar_FEHLER;17948.0;28.35;31.37;9
715077;Supermarkt;März;44121.0;32.7;33.85;10
938242;Bäckerei;Januar_FEHLER;35850.0;39.12;27.5;7
107430;Logistik;Januar_FEHLER;30710.0;40.18;34.37;5
691518;Supermarkt;Februar;31199.0;32.97;37.11;2
799971;Bäckerei;Februar;73786.0;41.96;29.73;7
590439;Hotel;März;5851.0;39.38;33.68;10
696166;Logistik;Februar;31283.0;32.94;33.94;7
851800;Supermarkt;März;25014.0;43.26;31.61;5
822189;Metallverarbeitung;Februar;26519.0;32.37;26.47;1
773340;Logistik;März;47194.0;42.91;37.74;2
874783;Supermarkt;Februar;19569.0;42.52;22.74;8
550081;Metallverarbeitung;Februar;61587.0;37.84;24.62;4
317002;Supermarkt;März;46304.0;27.49;24.66;8
479008;Supermarkt;Januar_FEHLER;53656.0;42.55;32.93;2
325752;Bäckerei;Februar;26723.0;33.14;37.47;3
553558;Bäckerei;März;7225.0;39.23;22.12;10
811224;Logistik;Februar;58663.0;30.13;27.67;2
981316;Supermarkt;März;51163.0;40.5;28.18;5
402039;Hotel;Januar_FEHLER;79135.0;40.74;32.33;9
524814;Hotel;Januar_FEHLER;34173.0;43.63;27.64;3
719330;Hotel;März;66003.0;35.74;27.62;7
591110;Metallverarbeitung;Februar;14857.0;40.2;28.92;8
823461;Supermarkt;März;74384.0;35.32;34.19;8
356183;Metallverarbeitung;März;28000.0;39.69;31.04;9
606769;Hotel;März;7847.0;37.07;27.97;4
486817;Hotel;März;17351.0;27.28;26.25;5
293225;Bäckerei;Januar_FEHLER;53315.0;29.95;34.5;9
365651;Metallverarbeitung;Februar;60954.0;28.83;29.47;1
343661;Metallverarbeitung;März;7527.0;30.83;24.22;2
951085;Supermarkt;Januar_FEHLER;62809.0;31.66;33.27;3
208039;Supermarkt;Februar;82121.0;44.1;29.81;4
301213;Supermarkt;Januar_FEHLER;44075.0;44.41;31.76;2
224698;Logistik;März;30603.0;29.47;31.61;3
198826;Hotel;Januar_FEHLER;27231.0;42.16;27.34;1
204174;Supermarkt;März;76495.0;34.51;25.15;9
258974;Supermarkt;Januar_FEHLER;56191.0;40.13;29.33;6
465734;Supermarkt;März;21197.0;36.2;27.87;4
951209;Hotel;Januar_FEHLER;38929.0;33.71;25.62;5
184902;Hotel;Januar_FEHLER;41843.0;29.94;24.59;2
863830;Metallverarbeitung;Februar;35745.0;28.48;34.29;9
690614;Supermarkt;Januar_FEHLER;;32.9;28.82;3
546298;Bäckerei;März;11313.0;39.16;24.83;7
594920;Supermarkt;Januar_FEHLER;15271.0;37.87;30.21;6
287830;Hotel;März;69183.0;34.52;36.18;6
486627;Hotel;Januar_FEHLER;13441.0;40.15;29.78;4
688542;Supermarkt;Januar_FEHLER;70621.0;36.81;28.42;2
672380;Hotel;März;23359.0;38.51;35.2;10
522831;Supermarkt;März;14750.0;32.32;30.21;7
520583;Logistik;Januar_FEHLER;71680.0;41.2;24.89;10
848652;Bäckerei;März;30892.0;26.75;35.34;3
317623;Bäckerei;März;23507.0;42.17;25.9;8
650125;Supermarkt;Januar_FEHLER;11685.0;41.51;35.39;2
120349;Supermarkt;Februar;77893.0;39.73;29.77;8
122337;Logistik;Januar_FEHLER;51440.0;27.6;23.78;10
129240;Bäckerei;März;20493.0;31.38;35.65;10
709060;Logistik;März;65108.0;30.26;30.37;4
978167;Supermarkt;Januar_FEHLER;73080.0;39.48;26.91;1
258340;Logistik;Januar_FEHLER;62837.0;32.28;36.34;6
748782;Bäckerei;März;5761.0;30.96;35.95;8
418563;Logistik;Januar_FEHLER;;32.95;25.12;8
783323;Supermarkt;März;27960.0;37.5;35.44;3
581566;Logistik;März;25415.0;41.45;33.78;3
843340;Supermarkt;Februar;51584.0;41.24;26.48;7
105735;Supermarkt;Januar_FEHLER;56388.0;43.65;28.75;6
669092;Supermarkt;März;61224.0;35.74;35.71;6
820599;Metallverarbeitung;Februar;35503.0;35.6;37.69;5
305678;Bäckerei;Februar;65338.0;36.69;35.54;7
456095;Supermarkt;März;24204.0;41.86;24.72;8
664034;Bäckerei;März;12877.0;36.53;37.95;9
206043;Hotel;März;80113.0;26.77;23.94;8
130705;Supermarkt;März;24572.0;43.8;25.52;1
465122;Metallverarbeitung;Januar_FEHLER;44414.0;42.13;25.16;1
552281;Hotel;Januar_FEHLER;46635.0;42.5;36.8;8
335188;Hotel;Februar;54537.0;28.49;36.42;1
946983;Metallverarbeitung;Februar;81015.0;27.15;28.81;8
803610;Supermarkt;März;33192.0;44.23;23.84;4
767293;Bäckerei;März;34427.0;39.93;24.3;10
899786;Hotel;März;74830.0;40.78;28.16;6
827496;Supermarkt;Januar_FEHLER;71834.0;41.56;31.69;8
642416;Hotel;März;38824.0;31.42;35.84;6
193938;Logistik;Februar;9367.0;35.48;26.86;6
282791;Bäckerei;Januar_FEHLER;6622.0;37.71;24.22;5
326464;Metallverarbeitung;Januar_FEHLER;35016.0;42.49;35.25;1
253684;Hotel;März;68957.0;34.3;26.15;3
570987;Hotel;Januar_FEHLER;33713.0;32.32;25.17;7
603052;Supermarkt;Januar_FEHLER;54533.0;43.12;29.15;5
127381;Metallverarbeitung;Januar_FEHLER;31989.0;39.73;35.6;4
607494;Metallverarbeitung;Februar;;31.37;28.4;4
206491;Hotel;März;5228.0;43.75;25.28;2
235268;Metallverarbeitung;Februar;18747.0;34.0;27.57;1
208512;Metallverarbeitung;März;27079.0;41.68;37.06;2
561769;Hotel;Januar_FEHLER;63540.0;33.58;26.36;5
958661;Metallverarbeitung;Januar_FEHLER;82954.0;38.19;36.75;1
710888;Supermarkt;Januar_FEHLER;34466.0;41.83;35.82;4
465991;Hotel;März;12678.0;27.16;29.12;8
193726;Logistik;März;61095.0;27.31;26.57;1
954311;Logistik;Februar;50278.0;26.32;22.11;9
115941;Hotel;März;81238.0;33.83;37.35;9
812871;Logistik;März;56093.0;44.65;23.07;5
541952;Logistik;Januar_FEHLER;39055.0;43.59;26.84;6
472921;Supermarkt;März;83212.0;44.8;29.26;10
460418;Bäckerei;März;70178.0;30.17;29.94;3
832952;Supermarkt;Februar;14752.0;36.26;37.86;6
303015;Supermarkt;März;66560.0;41.29;28.92;2
556531;Logistik;März;72889.0;42.9;32.49;9
888965;Hotel;März;69004.0;43.93;29.07;9
618441;Logistik;Januar_FEHLER;50250.0;26.63;23.88;1
761523;Supermarkt;Januar_FEHLER;81044.0;31.25;30.89;10
122501;Hotel;Januar_FEHLER;70991.0;41.84;37.96;1
964160;Hotel;Januar_FEHLER;24632.0;44.81;28.6;10
177839;Hotel;März;60042.0;27.99;28.35;5
775030;Hotel;Januar_FEHLER;49935.0;30.52;30.06;5
414484;Hotel;März;70264.0;36.67;28.6;2
991041;Supermarkt;Februar;79149.0;38.5;27.76;8
862110;Bäckerei;März;79018.0;38.26;37.75;10
468997;Supermarkt;Januar_FEHLER;82334.0;29.51;30.83;8
515810;Bäckerei;März;32272.0;36.95;35.0;9
329833;Metallverarbeitung;Januar_FEHLER;51465.0;42.52;32.12;8
406574;Supermarkt;Januar_FEHLER;8781.0;29.03;22.38;2
232389;Bäckerei;Januar_FEHLER;52707.0;32.6;35.1;1
932152;Bäckerei;März;73578.0;44.51;29.52;10
349337;Logistik;März;46755.0;39.79;22.06;7
958195;Logistik;März;44757.0;33.54;27.86;9
342707;Supermarkt;März;71951.0;27.76;25.06;4
191199;Hotel;Februar;29144.0;26.66;23.85;8
589295;Hotel;Januar_FEHLER;80432.0;31.23;25.35;7
158275;Supermarkt;Januar_FEHLER;15320.0;42.99;28.98;10
950629;Bäckerei;Januar_FEHLER;83696.0;33.81;31.35;7
839679;Metallverarbeitung;Januar_FEHLER;40164.0;38.85;37.09;7
344341;Logistik;Januar_FEHLER;72870.0;30.38;37.69;3
901241;Supermarkt;März;36470.0;35.32;24.52;4
751899;Hotel;März;;26.7;32.17;10
804313;Supermarkt;Februar;77805.0;27.25;29.08;6
224451;Hotel;Januar_FEHLER;58035.0;36.2;29.42;2
967422;Supermarkt;März;15432.0;41.79;22.68;3
864771;Logistik;Januar_FEHLER;38286.0;35.6;25.06;2
302486;Hotel;Februar;73806.0;41.25;32.45;3
204770;Hotel;Februar;22082.0;39.22;33.98;6
899995;Bäckerei;Februar;77033.0;33.14;37.59;2
896932;Supermarkt;März;44379.0;30.38;33.28;3
236831;Supermarkt;Februar;66468.0;34.89;37.37;2
809579;Supermarkt;Februar;70771.0;37.51;31.64;4
647296;Hotel;März;69020.0;36.05;35.48;8
536031;Bäckerei;Januar_FEHLER;7171.0;42.76;28.22;1
276780;Metallverarbeitung;Februar;21661.0;32.08;29.86;7
538874;Supermarkt;Januar_FEHLER;4490.0;30.3;27.63;8
773850;Metallverarbeitung;Januar_FEHLER;34933.0;40.84;37.36;5
396394;Metallverarbeitung;Februar;24414.0;29.6;22.22;10
375343;Metallverarbeitung;Februar;15917.0;40.07;31.17;1
387422;Hotel;Januar_FEHLER;6791.0;27.68;31.41;3
819018;Bäckerei;Februar;84293.0;29.93;24.98;6
306886;Supermarkt;März;24757.0;35.22;24.81;6
442546;Bäckerei;März;60384.0;38.84;32.47;6
209351;Metallverarbeitung;März;64136.0;39.65;33.13;6
669603;Supermarkt;Februar;9219.0;36.98;29.67;9
217281;Supermarkt;März;72169.0;33.39;34.04;6
453591;Logistik;Januar_FEHLER;20761.0;39.16;35.08;10
534606;Hotel;März;49461.0;42.35;24.43;2
369200;Logistik;Januar_FEHLER;23954.0;28.86;37.16;1
646288;Supermarkt;März;73498.0;27.5;24.17;5
983236;Metallverarbeitung;Januar_FEHLER;67263.0;27.26;35.55;6
913344;Metallverarbeitung;März;82007.0;41.67;34.11;4
645961;Supermarkt;Januar_FEHLER;27538.0;28.45;29.49;5
616215;Hotel;Februar;34317.0;27.08;31.37;3
864163;Bäckerei;März;19032.0;44.97;29.78;6
852871;Logistik;Februar;32290.0;40.4;31.03;3
262828;Hotel;Januar_FEHLER;33906.0;33.09;33.19;2
540160;Logistik;Februar;40466.0;37.15;36.77;9
248078;Metallverarbeitung;Januar_FEHLER;27331.0;33.75;33.96;9
378577;Hotel;März;14207.0;26.95;33.81;8
478077;Hotel;März;;39.11;22.22;10
430227;Hotel;Januar_FEHLER;38005.0;30.16;23.02;2
862425;Supermarkt;Januar_FEHLER;51846.0;27.34;29.89;5
908496;Hotel;März;32420.0;26.26;35.29;1
624775;Hotel;Januar_FEHLER;32134.0;26.27;26.98;7
798844;Metallverarbeitung;Februar;30215.0;37.55;30.1;2
226246;Metallverarbeitung;März;52525.0;34.79;37.39;8
179554;Metallverarbeitung;Februar;62661.0;37.51;37.65;1
446087;Bäckerei;März;48215.0;30.22;37.15;3
365213;Metallverarbeitung;Januar_FEHLER;22807.0;29.01;33.32;1
464988;Hotel;Januar_FEHLER;74833.0;41.65;29.75;3
555286;Logistik;Januar_FEHLER;63620.0;30.2;36.9;4
986076;Logistik;Februar;27099.0;33.0;36.76;9
456544;Bäckerei;Januar_FEHLER;67791.0;32.82;34.69;3
